as_of_date,ticker,name,weight_pct
2024-12-30,035420,NAVER,1.41
2024-12-30,030200,KT,1.32
2024-12-30,066570,LG전자,1.28
2024-12-30,000810,삼성화재,1.27
2024-12-30,003550,LG,1.19
2024-12-30,068270,셀트리온,1.08
2024-12-30,024110,기업은행,1
2024-12-30,032830,삼성생명,1
2024-12-30,034730,SK,0.9
2024-12-30,005830,DB손해보험,0.86
2024-12-30,033780,KT&G,0.79
2024-12-30,009540,HD한국조선해양,0.78
2024-12-30,017670,SK텔레콤,0.76
2024-12-30,003490,대한항공,0.72
2024-12-30,138040,메리츠금융지주,0.7
2024-12-30,009150,삼성전기,0.67
2024-12-30,138930,BNK금융지주,0.64
2025-03-31,005930,삼성전자,26.31
2025-03-31,005380,현대차,5.85
2025-03-31,000270,기아,3.9
2025-03-31,055550,신한지주,3.62
2025-03-31,105560,KB금융,3.53
2025-03-31,086790,하나금융지주,2.95
2025-03-31,012330,현대모비스,2.94
2025-03-31,005490,POSCO홀딩스,2.76
2025-03-31,316140,우리금융지주,2.59
2025-03-31,015760,한국전력,1.68
2025-03-31,028260,삼성물산,1.42
2025-03-31,030200,KT,1.39
2025-03-31,035420,NAVER,1.32
2025-03-31,000810,삼성화재,1.18
2025-03-31,066570,LG전자,1.15
2025-03-31,006400,삼성SDI,1.09
2025-03-31,068270,셀트리온,1.01
2025-03-31,003550,LG,1.01
2025-03-31,024110,기업은행,0.96
2025-03-31,034730,SK,0.87
2025-03-31,032830,삼성생명,0.83
2025-03-31,138040,메리츠금융지주,0.8
2025-03-31,012450,한화에어로스페이스,0.73
2025-03-31,033780,KT&G,0.71
2025-03-31,017670,SK텔레콤,0.71
2025-03-31,005830,DB손해보험,0.69
2025-03-31,009150,삼성전기,0.69
2025-03-31,003490,대한항공,0.65
2025-03-31,009540,HD한국조선해양,0.65
2025-06-30,005930,삼성전자,23.55
2025-06-30,005380,현대차,5.65
2025-06-30,055550,신한지주,3.8
2025-06-30,105560,KB금융,3.8
2025-06-30,000270,기아,3.55
2025-06-30,086790,하나금융지주,3.08
2025-06-30,015760,한국전력,2.78
2025-06-30,012330,현대모비스,2.64
2025-06-30,316140,우리금융지주,2.58
2025-06-30,005490,POSCO홀딩스,2.19
2025-06-30,035420,NAVER,1.8
2025-06-30,028260,삼성물산,1.38
2025-06-30,003550,LG,1.28
2025-06-30,030200,KT,1.17
2025-06-30,066570,LG전자,1.11
2025-06-30,051910,LG화학,1.1
2025-06-30,006400,삼성SDI,1.08
2025-06-30,009540,HD한국조선해양,1.08
2025-06-30,024110,기업은행,0.94
2025-06-30,034730,SK,0.93
2025-06-30,000810,삼성화재,0.89
2025-06-30,068270,셀트리온,0.86
2025-06-30,005830,DB손해보험,0.82
2025-06-30,003490,대한항공,0.81
2025-06-30,012450,한화에어로스페이스,0.81
2025-06-30,033780,KT&G,0.75
2025-06-30,032830,삼성생명,0.71
2025-06-30,017670,SK텔레콤,0.71
2025-06-30,138930,BNK금융지주,0.68
2025-09-30,005930,삼성전자,28.67
2025-09-30,005380,현대차,5.21
2025-09-30,055550,신한지주,3.92
2025-09-30,105560,KB금융,3.49
2025-09-30,000270,기아,3.22
2025-09-30,086790,하나금융지주,2.85
2025-09-30,316140,우리금융지주,2.69
2025-09-30,012330,현대모비스,2.37
2025-09-30,015760,한국전력,2.3
2025-09-30,005490,POSCO홀딩스,2.07
2025-09-30,035420,NAVER,1.69
2025-09-30,028260,삼성물산,1.43
2025-09-30,051910,LG화학,1.29
2025-09-30,006400,삼성SDI,1.16
2025-09-30,009540,HD한국조선해양,1.04
2025-09-30,003550,LG,1.02
2025-09-30,066570,LG전자,1.01
2025-09-30,030200,KT,0.96
2025-09-30,024110,기업은행,0.88
2025-09-30,034730,SK,0.86
2025-09-30,012450,한화에어로스페이스,0.85
2025-09-30,068270,셀트리온,0.85
2025-09-30,000810,삼성화재,0.83
2025-09-30,005830,DB손해보험,0.83
2025-09-30,032830,삼성생명,0.77
2025-09-30,033780,KT&G,0.73
2025-09-30,003490,대한항공,0.71
2025-09-30,009150,삼성전기,0.7
2025-09-30,138930,BNK금융지주,0.7
2025-12-30,005930,삼성전자,27.21
2025-12-30,005380,현대차,5.1
2025-12-30,055550,신한지주,3.91
2025-12-30,105560,KB금융,3.85
2025-12-30,000270,기아,3.12
2025-12-30,086790,하나금융지주,3.11
2025-12-30,316140,우리금융지주,2.54
2025-12-30,012330,현대모비스,2.48
2025-12-30,005490,POSCO홀딩스,2.34
2025-12-30,015760,한국전력,2.25
2025-12-30,035420,NAVER,1.57
2025-12-30,028260,삼성물산,1.41
2025-12-30,003550,LG,1.17
2025-12-30,030200,KT,1.16
2025-12-30,009540,HD한국조선해양,1.14
2025-12-30,006400,삼성SDI,1.11
2025-12-30,066570,LG전자,0.96
2025-12-30,032830,삼성생명,0.96
2025-12-30,051910,LG화학,0.94
2025-12-30,012450,한화에어로스페이스,0.9
2025-12-30,024110,기업은행,0.89
2025-12-30,068270,셀트리온,0.87
2025-12-30,034730,SK,0.86
2025-12-30,005830,DB손해보험,0.8
2025-12-30,000810,삼성화재,0.77
2025-12-30,003490,대한항공,0.77
2025-12-30,033780,KT&G,0.75
2025-12-30,011200,HMM,0.74
2025-12-30,138040,메리츠금융지주,0.71
