일자,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"2025/07/29","43830","295","0.68","43687.15","43355","43895","42965","6718539","292548040977","6964587000000","6957178635032","158900000","코스피 200","435.84","2.47","0.57"
"2025/07/28","43535","225","0.52","43609.14","43710","43830","43085","7342844","318527904626","6902474250000","6929491820305","158550000","코스피 200","433.37","2.59","0.60"
"2025/07/25","43310","110","0.25","43353.87","43105","43490","43080","9565750","414540018364","6866800500000","6873755851528","158550000","코스피 200","430.78","0.75","0.17"
"2025/07/24","43200","45","-0.10","43276.00","43500","43985","43165","13290719","577383522507","6752160000000","6861409301216","156300000","코스피 200","430.03","0.01","-0.00"
"2025/07/23","43245","155","0.36","43278.87","43390","43485","42700","10985826","474314909001","6761355750000","6764486782752","156350000","코스피 200","430.04","1.99","0.46"
"2025/07/22","43090","600","-1.37","43078.54","43660","43820","42890","12362878","534050922371","6745739500000","6735329218243","156550000","코스피 200","428.05","6.51","-1.50"
"2025/07/21","43690","350","0.81","43732.41","43315","43760","43310","8552783","373444411130","6874621500000","6846308682425","157350000","코스피 200","434.56","3.46","0.80"
"2025/07/18","43340","45","-0.10","43386.83","43470","43630","43105","9757191","422907730822","6914897000000","6826917152599","159550000","코스피 200","431.10","0.54","-0.13"
"2025/07/17","43385","85","0.20","43438.72","43445","43485","42810","10528819","454902210304","6815783500000","6930648258569","157100000","코스피 200","431.64","0.48","0.11"
"2025/07/16","43300","410","-0.94","43393.21","43615","43620","43150","10089303","437418086682","6845730000000","6817073449549","158100000","코스피 200","431.16","3.62","-0.83"
"2025/07/15","43710","285","0.66","43758.15","43310","43715","43145","12530728","545320614687","6825316500000","6918162936699","156150000","코스피 200","434.78","2.29","0.53"
"2025/07/14","43425","400","0.93","43528.09","42985","43495","42930","9855981","427305129613","6863321250000","6796911849210","158050000","코스피 200","432.49","4.42","1.03"
"2025/07/11","43025","25","0.06","43083.34","43085","43645","42955","13469702","581509260334","6761378750000","6809322505535","157150000","코스피 200","428.07","0.35","-0.08"
"2025/07/10","43000","550","1.30","43119.42","42570","43035","42385","12995128","557054189575","6815500000000","6776217576928","158500000","코스피 200","428.42","6.40","1.52"
"2025/07/09","42450","125","0.30","42477.80","42340","42540","42135","10021593","424685392748","6696487500000","6732731218393","157750000","코스피 200","422.02","0.80","0.19"
"2025/07/08","42325","770","1.85","42397.88","41685","42390","41650","12388990","523027079554","6674652500000","6688265303364","157700000","코스피 200","421.22","8.20","1.99"
"2025/07/07","41555","65","0.16","41577.28","41280","41715","41105","11472294","476424642305","6582312000000","6556737557759","158400000","코스피 200","413.02","0.28","0.07"
"2025/07/04","41490","815","-1.93","41548.97","42475","42490","41485","13216547","551763561410","6557494500000","6581356772059","158050000","코스피 200","412.74","8.20","-1.95"
"2025/07/03","42305","645","1.55","42366.06","41950","42310","41805","12124433","511601391166","6652461250000","6695955170871","157250000","코스피 200","420.94","6.51","1.57"
"2025/07/02","41660","160","-0.38","41714.05","41725","41890","41145","12092466","501922021159","6494794000000","6559534693588","155900000","코스피 200","414.43","1.83","-0.44"
"2025/07/01","41820","120","0.29","41898.65","41890","42555","41820","10688575","450464585626","6622197000000","6532000243595","158350000","코스피 200","416.26","1.66","0.40"
"2025/06/30","41700","265","0.64","41732.09","41690","41945","41540","9792586","408853584878","6684510000000","6608276818073","160300000","코스피 200","414.60","1.88","0.46"
"2025/06/27","41435","255","-0.61","41542.65","41695","41950","41295","10455566","434810152474","6778766000000","6659286608509","163600000","코스피 200","412.72","2.94","-0.71"
"2025/06/26","41690","380","-0.90","41783.22","42070","42175","41150","13922735","579513889263","6749611000000","6835735324990","161900000","코스피 200","415.66","3.85","-0.92"
"2025/06/25","42070","130","0.31","42171.28","42225","42380","41705","14993820","630450670551","6884755500000","6827530480723","163650000","코스피 200","419.51","1.75","0.42"
"2025/06/24","41940","1340","3.30","41994.83","41225","41970","41225","13522365","564770989322","6850899000000","6872453975820","163350000","코스피 200","417.76","13.44","3.32"
"2025/06/23","40600","40","-0.10","40647.21","40260","40660","39885","12359663","498913289394","6619830000000","6639721934922","163050000","코스피 200","404.32","1.00","-0.25"
"2025/06/20","40640","560","1.40","40746.74","40245","40665","40040","11672070","472882636083","6679184000000","6643756320658","164350000","코스피 200","405.32","6.03","1.51"
"2025/06/19","40080","65","0.16","40140.88","40275","40395","39755","11440487","457880303947","6513000000000","6597153817617","162500000","코스피 200","399.29","0.43","0.11"
"2025/06/18","40015","335","0.84","40100.45","39405","40175","39380","12608824","503373566326","6564460750000","6516322773283","164050000","코스피 200","398.86","3.68","0.93"
"2025/06/17","39680","105","0.27","39727.91","39720","40415","39420","13232197","527076117915","6590848000000","6517363192928","166100000","코스피 200","395.18","1.02","0.26"
"2025/06/16","39575","710","1.83","39624.68","39000","39615","38745","10145212","398400198723","6585280000000","6581659076327","166400000","코스피 200","394.16","6.86","1.77"
"2025/06/13","38865","330","-0.84","38937.94","39345","39385","38660","8973193","349019416074","6467136000000","6479272989620","166400000","코스피 200","387.30","3.32","-0.85"
"2025/06/12","39195","70","0.18","39270.71","39150","39470","39120","10534356","413662948792","6522048000000","6534645621592","166400000","코스피 200","390.62","0.83","0.21"
"2025/06/11","39125","455","1.18","39190.77","38865","39190","38795","6636335","258930734323","6574956250000","6521343843621","168050000","코스피 200","389.79","5.00","1.30"
"2025/06/10","38670","225","0.59","38690.27","38705","38890","38335","9797525","378912050457","6575833500000","6501899654160","170050000","코스피 200","384.79","1.80","0.47"
"2025/06/09","38445","655","1.73","38510.99","38380","38695","38290","12580883","484120578144","6599084250000","6548793572072","171650000","코스피 200","382.99","6.45","1.71"
"2025/06/05","37790","650","1.75","37859.04","37430","38180","37400","12933073","489197226067","6613250000000","6498503441751","175000000","코스피 200","376.54","6.64","1.80"
"2025/06/04","37140","1015","2.81","37194.96","36615","37170","36610","10197246","377867631620","6488358000000","6509118474139","174700000","코스피 200","369.90","10.21","2.84"
"2025/06/02","36125","15","-0.04","36170.42","36040","36480","35950","7397312","267581333664","6309231250000","6318972920835","174650000","코스피 200","359.69","0.07","0.02"
"2025/05/30","36140","350","-0.96","36167.51","36355","36460","36080","7705176","279117490338","6328114000000","6316655001942","175100000","코스피 200","359.62","3.46","-0.95"
"2025/05/29","36490","710","1.98","36510.53","36185","36515","36040","13905925","506270077540","6403995000000","6392993377200","175500000","코스피 200","363.08","6.72","1.89"
"2025/05/28","35780","480","1.36","35815.50","35415","36110","35360","11074773","396671298491","6288335000000","6285620137880","175750000","코스피 200","356.36","5.08","1.45"
"2025/05/27","35300","110","0.31","35304.12","35095","35330","35060","6195383","218438605425","6216330000000","6204698821909","176100000","코스피 200","351.28","0.83","-0.24"
"2025/05/26","35190","550","1.59","35376.77","34725","35225","34700","5660635","198811708672","6247984500000","6229848818879","177550000","코스피 200","352.11","6.83","1.98"
"2025/05/23","34640","30","0.09","34698.32","34705","34785","34610","5583567","193684947591","6113960000000","6160686861913","176500000","코스피 200","345.28","0.48","0.14"
"2025/05/22","34610","450","-1.28","34647.66","34865","34900","34525","4417566","153224598359","6125970000000","6115311996456","177000000","코스피 200","344.80","4.58","-1.31"
"2025/05/21","35060","220","0.63","35111.92","35005","35252","34995","6282240","220540055580","6210879000000","6214809445087","177150000","코스피 200","349.38","2.36","0.68"
"2025/05/20","34840","70","0.20","34874.87","35040","35125","34800","6059352","211507618625","6259006000000","6178083037211","179650000","코스피 200","347.02","0.45","0.13"
"2025/05/19","34770","395","-1.12","34825.64","34995","35030","34645","7732398","269069435845","6288154500000","6256426712789","180850000","코스피 200","346.57","3.88","-1.11"
"2025/05/16","35165","130","0.37","35220.68","35165","35275","35070","6437268","226502272169","6398271750000","6369659812025","181950000","코스피 200","350.45","1.29","0.37"
"2025/05/15","35035","260","-0.74","35090.15","35200","35375","34990","6696380","235267588406","6213457250000","6384652097302","177350000","코스피 200","349.16","2.63","-0.75"
"2025/05/14","35295","465","1.34","35352.80","35145","35455","35065","9598145","338928315710","6289569000000","6269819618533","178200000","코스피 200","351.79","4.62","1.33"
"2025/05/13","34830","80","0.23","34890.69","34900","35045","34750","8491033","296025636052","6236311500000","6217521167472","179050000","코스피 200","347.17","0.09","0.03"
"2025/05/12","34750","485","1.42","34879.04","34500","34750","34430","6345461","220154290866","6256737500000","6245091726418","180050000","코스피 200","347.08","5.59","1.64"
"2025/05/09","34265","5","-0.01","34324.13","34335","34415","34160","6422377","220257774731","6196825250000","6180059341078","180850000","코스피 200","341.49","0.02","0.01"
"2025/05/08","34270","15","0.04","34304.90","34310","34470","34255","6263717","215007576510","6214864500000","6204041634501","181350000","코스피 200","341.47","0.16","0.05"
"2025/05/07","34255","290","0.85","34280.61","34330","34400","34040","6838613","234152257880","6207006000000","6216787950503","181200000","코스피 200","341.31","2.52","0.74"
"2025/05/02","33965","30","0.09","34030.88","33910","34115","33690","5644954","191800508341","6139173750000","6166394792631","180750000","코스피 200","338.79","0.05","0.01"
"2025/04/30","33935","70","-0.21","34025.21","33970","34135","33790","6329504","214866234046","6133751250000","6150056799827","180750000","코스피 200","338.74","0.32","-0.09"
"2025/04/29","34005","230","0.68","34046.06","33870","34185","33755","7061405","240278893081","6146403750000","6153826237160","180750000","코스피 200","339.06","1.98","0.59"
"2025/04/28","34200","25","0.07","33845.84","34235","34355","34140","2920421","100020654120","6193620000000","6117635175918","181100000","코스피 200","337.08","0.21","0.06"
"2025/04/25","34175","315","0.93","34255.65","34230","34335","34060","5791540","198179897271","6172005000000","6203698274825","180600000","코스피 200","336.87","3.15","0.94"
"2025/04/24","33860","60","-0.18","33935.73","33925","33970","33645","6733860","228018252782","6050782000000","6128793494069","178700000","코스피 200","333.72","0.22","-0.07"
"2025/04/23","33920","600","1.80","33964.32","33875","33965","33705","6686259","226667192411","6054720000000","6069423325838","178500000","코스피 200","333.94","5.33","1.62"
"2025/04/22","33320","110","-0.33","33428.47","33265","33490","33255","5665232","189095343377","5957616000000","5966982375984","178800000","코스피 200","328.61","0.70","-0.21"
"2025/04/21","33430","45","0.13","33493.96","33390","33585","33295","4921214","164564261158","6029100500000","5988720463488","180350000","코스피 200","329.31","0.96","0.29"
"2025/04/18","33385","225","0.68","33402.01","33215","33385","33110","5906332","196887618375","5957553250000","6024052884958","178450000","코스피 200","328.35","2.05","0.63"
"2025/04/17","33160","325","0.99","33196.29","32925","33220","32855","6814121","225583649877","5872636000000","5923878258715","177100000","코스피 200","326.30","2.77","0.86"
"2025/04/16","32835","520","-1.56","32918.37","33215","33275","32820","7035487","231862179407","5842988250000","5829842933741","177950000","코스피 200","323.53","4.61","-1.40"
"2025/04/15","33355","325","0.98","33375.12","33075","33445","33075","8739314","291413078458","5835457250000","5939102579466","174950000","코스피 200","328.14","2.81","0.86"
"2025/04/14","33030","210","0.64","33095.53","33000","33230","32925","5510556","182217671767","5818234500000","5790063295637","176150000","코스피 200","325.33","3.01","0.93"
"2025/04/11","32820","100","-0.30","32792.19","32375","32820","32260","12284503","400451364630","5694270000000","5776343733267","173500000","코스피 200","322.32","2.76","-0.85"
"2025/04/10","32920","1910","6.16","33060.08","32740","32920","32370","11829124","387552307417","5706682000000","5735924078663","173350000","코스피 200","325.08","20.55","6.75"
"2025/04/09","31010","525","-1.66","31021.28","31470","31565","30840","17841144","555127110235","5375583500000","5377538931702","173350000","코스피 200","304.53","5.50","-1.77"
"2025/04/08","31535","15","-0.05","31572.13","32150","32200","31400","19784954","626627528811","5444517750000","5473029296034","172650000","코스피 200","310.03","0.43","0.14"
"2025/04/07","31550","1905","-5.69","31526.38","31960","32050","31400","25201100","797765561555","5488122500000","5443029190602","173950000","코스피 200","309.60","19.07","-5.80"
"2025/04/04","33455","300","-0.89","33431.98","33320","34015","33010","20483991","684600286193","5807788000000","5815493484624","173600000","코스피 200","328.67","4.25","-1.28"
"2025/04/03","33755","425","-1.24","33852.63","33150","33785","33100","11098090","372952386098","5881808750000","5876817243512","174250000","코스피 200","332.92","3.34","-0.99"
"2025/04/02","34180","170","-0.49","34186.38","34395","34440","34040","6797136","232444042652","5926812000000","5956977520223","173400000","코스피 200","336.26","1.96","-0.58"
"2025/04/01","34350","485","1.43","34387.34","34120","34480","33940","9143106","313767650154","6000945000000","5962765011333","174700000","코스피 200","338.22","5.82","1.75"
"2025/03/31","33865","980","-2.81","33800.31","34220","34220","33765","10984452","372254360288","5797688000000","5904914845892","171200000","코스피 200","332.40","10.56","-3.08"
"2025/03/28","34845","570","-1.61","34838.56","35270","35270","34670","9416839","327974325022","5984628750000","5964361087838","171750000","코스피 200","342.96","7.30","-2.08"
"2025/03/27","35415","440","-1.23","35475.64","35485","35740","35385","7191086","255215588381","6109087500000","6092941246954","172500000","코스피 200","350.26","4.74","-1.34"
"2025/03/26","35855","300","0.84","35934.45","35705","35970","35580","5126765","183756600509","6140168750000","6198691857512","171250000","코스피 200","355.00","3.91","1.11"
"2025/03/25","35555","165","-0.46","35547.32","35930","35940","35475","6571405","234061883357","6108349000000","6087478303825","171800000","코스피 200","351.09","2.15","-0.61"
"2025/03/24","35720","125","-0.35","35739.59","35705","35935","35595","6277697","224394964322","6131338000000","6140061628201","171650000","코스피 200","353.24","1.94","-0.55"
"2025/03/21","35845","170","0.48","35922.45","35600","35900","35525","6252137","223878020367","6156378750000","6166089040211","171750000","코스피 200","355.18","1.68","0.48"
"2025/03/20","35675","240","0.68","35745.27","35695","35815","35500","5627694","200920744848","6082587500000","6139250818968","170500000","코스피 200","353.50","2.65","0.76"
"2025/03/19","35435","300","0.85","35476.88","35155","35647","35155","4697251","166712024602","5990286750000","6048807594802","169050000","코스피 200","350.85","3.01","0.87"
"2025/03/18","35135","85","0.24","35178.97","35450","35580","35065","6196410","218442681314","5941328500000","5947005713386","169100000","코스피 200","347.84","0.35","-0.10"
"2025/03/17","35050","670","1.95","35157.89","34640","35110","34640","5497062","192572202284","6021590000000","5945199690194","171800000","코스피 200","348.19","7.39","2.17"
"2025/03/14","34380","190","0.56","34425.27","34230","34480","34170","6932300","238213104129","5896170000000","5914260985198","171500000","코스피 200","340.80","0.62","-0.18"
"2025/03/13","34190","165","-0.48","34477.42","34560","34740","34160","8755466","301496269519","5867004000000","5912877206947","171600000","코스피 200","341.42","0.53","0.16"
"2025/03/12","34355","535","1.58","34430.71","33970","34440","33805","7072173","242581187762","5907342250000","5908309479068","171950000","코스피 200","340.89","5.93","1.77"
"2025/03/11","33820","385","-1.13","33841.58","33395","33915","33295","7793370","262452199673","5815349000000","5819059467866","171950000","코스피 200","334.96","3.83","-1.13"
"2025/03/10","34205","80","0.23","34224.94","33925","34305","33885","4776508","163247037280","5861026750000","5884979028789","171350000","코스피 200","338.79","0.37","0.11"
"2025/03/07","34125","160","-0.47","34182.68","33970","34275","33785","4542551","154995196658","5818312500000","5857202838159","170500000","코스피 200","338.42","1.89","-0.56"
"2025/03/06","34285","335","0.99","34367.36","34110","34390","34050","7170876","245709830572","5902162750000","5859634318637","172150000","코스피 200","340.31","3.23","0.96"
"2025/03/05","33950","255","0.76","34045.08","33940","34140","33665","8433469","286125825708","5900510000000","5860859769463","173800000","코스피 200","337.08","3.06","0.92"
"2025/03/04","33695","85","-0.25","33740.86","33610","33920","33440","7227954","243725118900","5867984250000","5864161174229","174150000","코스피 200","334.02","0.25","-0.07"
"2025/02/28","33780","1160","-3.32","33765.01","34380","34415","33655","19442422","658166975590","5886165000000","5880176662605","174250000","코스피 200","334.27","12.18","-3.52"
"2025/02/27","34940","140","-0.40","34982.26","35110","35130","34760","6840998","239082094665","6152934000000","6095658231427","176100000","코스피 200","346.45","2.86","-0.82"
"2025/02/26","35080","175","0.50","35109.66","34870","35195","34725","5199986","182022649325","6151278000000","6182810723152","175350000","코스피 200","349.31","1.77","0.51"
"2025/02/25","34905","185","-0.53","34934.78","34660","35025","34630","5857816","204360114740","6165968250000","6125813306218","176650000","코스피 200","347.54","2.36","-0.67"
"2025/02/24","35090","220","-0.62","35156.85","35010","35095","34860","6901016","241855699765","6123205000000","6210457089737","174500000","코스피 200","349.90","2.02","-0.57"
"2025/02/21","35310","40","0.11","35371.82","35350","35350","35070","6400775","225779149130","6151002000000","6172382321173","174200000","코스피 200","351.92","0.23","-0.07"
"2025/02/20","35270","310","-0.87","35388.17","35485","35530","35220","8145518","288002246255","6170486500000","6164619525087","174950000","코스피 200","352.15","2.38","-0.67"
"2025/02/19","35580","710","2.04","35616.83","35000","35730","35000","6247515","222075004910","6150003000000","6231164201300","172850000","코스피 200","354.53","6.69","1.92"
"2025/02/18","34870","255","0.74","34955.57","34650","34930","34560","4974895","173181042800","6025536000000","6042070107771","172800000","코스피 200","347.84","2.73","0.79"
"2025/02/17","34615","250","0.73","34668.66","34480","34660","34410","5249340","181638969080","6078394000000","5990744183599","175600000","코스피 200","345.11","2.35","0.69"
"2025/02/14","34365","170","0.50","34433.01","34250","34525","34210","7663353","263587421200","5967482250000","6046437395772","173650000","코스피 200","342.76","1.70","0.50"
"2025/02/13","34195","375","1.11","34248.13","33935","34195","33905","6598772","225217370180","5905476500000","5947188093110","172700000","코스피 200","341.06","3.83","1.14"
"2025/02/12","33820","45","0.13","33881.74","33720","33860","33535","7996959","270289000765","5862697000000","5851376620161","173350000","코스피 200","337.23","0.56","0.17"
"2025/02/11","33775","265","0.79","33821.31","33685","33935","33580","7792158","263193885270","5968042500000","5862924477186","176700000","코스피 200","336.67","2.17","0.65"
"2025/02/10","33510","70","0.21","33606.52","33265","33590","33115","6491519","217260601795","5870952000000","5938272149187","175200000","코스피 200","334.50","0.61","0.18"
"2025/02/07","33440","220","-0.65","33542.02","33680","33710","33405","7857348","263438541125","5805184000000","5876562664647","173600000","코스피 200","333.89","2.64","-0.78"
"2025/02/06","33660","335","1.01","33800.81","33540","33670","33395","5068191","170471054025","5897232000000","5867820194568","175200000","코스피 200","336.53","4.06","1.22"
"2025/02/05","33325","390","1.18","33401.60","33290","33485","33210","6499482","216866650825","5740231250000","5851959746519","172250000","코스피 200","332.47","3.75","1.14"
"2025/02/04","32935","405","1.25","33026.98","32930","33400","32800","12055358","398172860465","5625298000000","5688897110911","170800000","코스피 200","328.72","4.17","1.28"
"2025/02/03","32530","915","-2.74","32611.83","32730","32730","32280","15606931","506793065920","5531726500000","5570100665788","170050000","코스피 200","324.55","8.81","-2.64"
"2025/01/31","33445","330","-0.98","33493.57","33405","33495","33155","7775839","259472494640","5687322250000","5695581787587","170050000","코스피 200","333.36","3.38","-1.00"
"2025/01/24","33775","200","0.60","33841.82","33740","33920","33605","7810490","263793289260","5743438750000","5754800750363","170050000","코스피 200","336.74","2.24","0.67"
"2025/01/23","33685","365","-1.07","33608.50","34005","34015","33635","3950876","133387315585","5738239750000","5715125919079","170350000","코스피 200","334.50","4.26","-1.26"
"2025/01/22","34050","385","1.14","34137.07","33905","34155","33735","5013881","170328896040","5745937500000","5815249825814","168750000","코스피 200","338.76","4.32","1.29"
"2025/01/21","33665","30","0.09","33702.02","33840","34100","33475","7125158","240254470935","5706217500000","5687215746405","169500000","코스피 200","334.44","0.50","0.15"
"2025/01/20","33635","55","-0.16","33661.99","33855","33870","33560","5681869","191311936490","5714586500000","5705707964224","169900000","코스피 200","333.94","1.15","-0.34"
"2025/01/17","33690","70","-0.21","33770.91","33625","33785","33510","5405536","182035415700","5776150500000","5737677152481","171450000","코스피 200","335.09","0.64","-0.19"
"2025/01/16","33760","475","1.43","33835.43","33740","33890","33645","6733592","227442270730","5810096000000","5801084799681","172100000","코스피 200","335.73","4.76","1.44"
"2025/01/15","33285","50","-0.15","33363.11","33465","33715","33215","7096912","236973425470","5751648000000","5741791711253","172800000","코스피 200","330.97","0.23","0.07"
"2025/01/14","33335","145","0.44","33339.26","33385","33410","33075","5880779","195731322330","5816957500000","5761023770549","174500000","코스피 200","330.74","0.43","0.13"
"2025/01/13","33190","445","-1.32","33296.08","33450","33550","33105","8008114","266579297750","5894544000000","5810165646625","177600000","코스피 200","330.31","4.24","-1.27"
"2025/01/10","33635","50","-0.15","33718.18","33665","33870","33480","10497619","353651435925","5997120500000","5988348218531","178300000","코스피 200","334.55","0.85","-0.25"
"2025/01/09","33685","25","0.07","33800.54","33645","33980","33605","8978910","303170456335","6022878000000","6026636334529","178800000","코스피 200","335.40","0.45","0.13"
"2025/01/08","33660","320","0.96","33758.08","33060","33840","33060","8151095","274001018745","5871987000000","6035945522265","174450000","코스피 200","334.95","4.06","1.23"
"2025/01/07","33340","10","0.03","33351.41","33645","33860","33330","7687264","257551193265","5842835000000","5818153397707","175250000","코스피 200","330.89","0.63","-0.19"
"2025/01/06","33330","700","2.15","33411.10","32730","33410","32680","7620755","252885286575","5749425000000","5855296057655","172500000","코스피 200","331.52","7.52","2.32"
"2025/01/03","32630","640","2.00","32663.23","31980","32855","31970","8939357","291405897755","5578098500000","5634407224725","170950000","코스피 200","324.00","6.23","1.96"
"2025/01/02","31990","70","-0.22","32037.28","31930","32095","31740","5735290","183045820020","5481486500000","5476773526834","171350000","코스피 200","317.77","0.05","-0.02"
"2024/12/30","32060","85","-0.26","32046.74","32030","32450","31945","4162622","134198674980","5493481000000","5491209492232","171350000","코스피 200","317.82","1.21","-0.38"
"2024/12/27","32145","90","-0.28","32159.36","32180","32320","31875","4849717","155631648190","5487151500000","5510506072859","170700000","코스피 200","319.03","2.42","-0.75"
"2024/12/26","32235","190","-0.59","32256.31","32540","32540","32210","3206208","103677517795","5534749500000","5506152851617","171700000","코스피 200","321.45","1.94","-0.60"
"2024/12/24","32425","25","0.08","32455.55","32545","32580","32290","5201448","168630880200","5598176250000","5572618421369","172650000","코스피 200","323.39","0.41","0.13"
"2024/12/23","32400","535","1.68","32414.25","32140","32510","32025","6926535","224038605950","5553360000000","5596320920574","171400000","코스피 200","322.98","4.65","1.46"
"2024/12/20","31865","465","-1.44","31946.29","32195","32195","31625","9703770","309160283715","5512645000000","5475594308370","173000000","코스피 200","318.33","4.05","-1.26"
"2024/12/19","32330","750","-2.27","32355.28","32255","32495","32175","5702060","184532948760","5546211500000","5597463037939","171550000","코스피 200","322.38","7.34","-2.23"
"2024/12/18","33080","460","1.41","33088.26","32700","33180","32700","4437805","146593345290","5681490000000","5676291475219","171750000","코스피 200","329.72","4.47","1.37"
"2024/12/17","32620","380","-1.15","32633.46","32955","32975","32570","5459570","178530576815","5600854000000","5604796801979","171700000","코스피 200","325.25","4.36","-1.32"
"2024/12/16","33000","120","-0.36","33066.98","33345","33440","32935","4979861","164986066665","5618250000000","5677600233785","170250000","코스피 200","329.61","0.88","-0.27"
"2024/12/13","33120","150","0.45","33162.04","32890","33255","32810","7191550","237891910235","5638680000000","5645837570911","170250000","코스피 200","330.49","1.45","0.44"
"2024/12/12","32970","465","1.43","33010.06","32710","33070","32590","6775672","222289594875","5613142500000","5619963553849","170250000","코스피 200","329.04","5.18","1.60"
"2024/12/11","32505","335","1.04","32494.01","32025","32525","32010","4672310","151164049580","5488469250000","5532104494840","168850000","코스피 200","323.86","3.07","0.96"
"2024/12/10","32170","640","2.03","32190.18","31840","32245","31825","5652081","181344857200","5402951500000","5435311646003","167950000","코스피 200","320.79","7.05","2.25"
"2024/12/09","31530","805","-2.49","31489.70","31880","32015","31500","10662486","337947423130","5355370500000","5288694343750","169850000","코스피 200","313.74","8.33","-2.59"
"2024/12/06","32335","165","-0.51","32323.40","32585","32730","31840","12257749","396104278340","5487249500000","5490129546137","169700000","코스피 200","322.07","1.80","-0.56"
"2024/12/05","32500","230","-0.70","32499.02","32755","32800","32375","8795714","286413903390","5542875000000","5515083931691","170550000","코스피 200","323.87","2.72","-0.83"
"2024/12/04","32730","450","-1.36","32774.04","32595","32970","32475","11354766","371195294070","5573919000000","5589611794523","170300000","코스피 200","326.59","4.85","-1.46"
"2024/12/03","33180","480","1.47","33259.05","32865","33260","32865","5701518","188999670415","5640600000000","5664016307818","170000000","코스피 200","331.44","6.10","1.87"
"2024/12/02","32700","60","0.18","32649.84","32960","33010","32575","7351735","240966602015","5539380000000","5550473247182","169400000","코스피 200","325.34","0.11","-0.03"
"2024/11/29","32640","630","-1.89","32661.30","33150","33150","32415","9016177","294807762850","5540640000000","5532824509367","169750000","코스피 200","325.45","6.00","-1.81"
"2024/11/28","33270","100","-0.30","33261.55","33275","33425","33200","3664913","121966661325","5645919000000","5646147601612","169700000","코스피 200","331.45","0.87","-0.26"
"2024/11/27","33370","260","-0.77","33351.85","33525","33660","33280","5547080","185387588045","5591143500000","5659808109799","167550000","코스피 200","332.32","3.28","-0.98"
"2024/11/26","33630","105","-0.31","33680.88","33520","33660","33465","5023904","168832920075","5609484000000","5643231610247","166800000","코스피 200","335.60","1.03","-0.31"
"2024/11/25","33735","390","1.17","33784.67","33645","33870","33520","6798558","229375235785","5601696750000","5635283387121","166050000","코스피 200","336.63","4.27","1.28"
"2024/11/22","33345","295","0.89","33351.27","33205","33500","33145","5007775","167051067610","5545273500000","5537978778074","166300000","코스피 200","332.36","2.87","0.87"
"2024/11/21","33050","40","0.12","33068.67","32835","33230","32820","7895737","261204471750","5487952500000","5499319291277","166050000","코스피 200","329.49","0.47","0.14"
"2024/11/20","33010","65","0.20","33021.32","32890","33085","32810","4688772","154645378840","5506068000000","5483189768446","166800000","코스피 200","329.02","0.91","0.28"
"2024/11/19","32945","115","0.35","32930.66","32775","33020","32770","7100086","233765851925","5505109500000","5492834869203","167100000","코스피 200","328.11","0.33","-0.10"
"2024/11/18","32830","745","2.32","32963.46","32440","33095","32420","5891926","193301311290","5505591000000","5508193717340","167700000","코스피 200","328.44","7.91","2.47"
"2024/11/15","32085","230","0.72","32165.08","31870","32280","31680","8507787","272295003360","5377446000000","5394083296638","167600000","코스피 200","320.53","2.83","0.89"
"2024/11/14","31855","135","-0.42","31879.36","32035","32250","31810","10261937","328145479880","5334119750000","5342981253648","167450000","코스피 200","317.70","1.14","-0.36"
"2024/11/13","31990","840","-2.56","32001.56","32565","32755","31940","10612097","342402244195","5355126000000","5358661556671","167400000","코스피 200","318.84","8.47","-2.59"
"2024/11/12","32830","700","-2.09","32851.38","33365","33460","32790","9429911","311861268155","5471119500000","5499320605483","166650000","코스피 200","327.31","7.33","-2.19"
"2024/11/11","33530","550","-1.61","33588.05","33865","33870","33420","7768380","260988264810","5592804000000","5597448540708","166800000","코스피 200","334.64","5.07","-1.49"
"2024/11/08","34080","40","-0.12","34090.82","34440","34560","33980","7350207","251404262915","5735664000000","5686348834937","168300000","코스피 200","339.71","1.16","-0.34"
"2024/11/07","34120","15","-0.04","34206.29","33985","34360","33805","6664655","227404930369","5733866000000","5756917800615","168050000","코스피 200","340.87","0.26","0.08"
"2024/11/06","34135","80","-0.23","34174.28","34355","34470","33850","8834595","301899160240","5734680000000","5742987167039","168000000","코스피 200","340.61","0.86","-0.25"
"2024/11/05","34215","195","-0.57","34266.57","34090","34350","34030","6242864","213501161480","5765227500000","5756783795813","168500000","코스피 200","341.47","2.13","-0.62"
"2024/11/04","34410","565","1.67","34475.51","33930","34430","33835","6150133","210946001035","5803246500000","5809123583352","168650000","코스피 200","343.60","6.11","1.81"
"2024/11/01","33845","240","-0.70","33868.37","33820","34055","33720","4997821","169386666211","5807802000000","5711901169175","171600000","코스피 200","337.49","1.83","-0.54"
"2024/10/31","34085","455","-1.32","34052.76","34215","34380","34005","7856335","268221642110","5848986000000","5843453668291","171600000","코스피 200","339.32","5.68","-1.65"
"2024/10/30","34540","335","-0.96","34619.79","34775","34825","34440","6639157","229792062030","5927064000000","5940755643565","171600000","코스피 200","345.00","3.28","-0.94"
"2024/10/29","34995","90","0.26","34943.74","34850","34995","34655","4158363","144827157725","6027888750000","5996345456103","172250000","코스피 200","348.28","1.01","0.29"
