success
063170
046890
027040
006730
018680
093920
036120
189860
122690
011370
035890
065710
140070
178320
357550
067370
086710
171090
003100
365340
014620
037350
080470
188260
043260
148150
217620
053060
396300
340440
017510
258830
100700
011560
024830
067770
039310
036630
321370
222810
347000
252500
471820
352770
331920
299660
049180
108860
308430
318160
053450
208370
068940
068760
290690
032680
950200
007720
215090
258790
066910
357780
035610
036830
304100
086980
328380
050960
084180
298830
253840
236200
424960
094840
192440
276040
099440
115570
352090
060240
330730
408900
415380
204630
253450
347700
013810
049830
033170
020710
340810
048870
269620
025320
429270
418250
056090
290520
131090
001000
025870
416180
215600
290560
162300
065350
002800
138070
017000
012790
226330
257720
243840
187270
056700
444530
222800
036710
356890
160980
217330
208640
081180
222420
099320
037760
049960
177900
394800
088280
475400
050890
109670
066790
352480
222080
458870
264660
352700
297090
359090
115530
900120
376290
115480
189330
096530
260930
101240
060590
413630
125210
013990
123860
025980
357580
052710
074430
092040
083930
149950
050860
036010
450950
136410
246720
159010
067390
127710
154030
143160
054800
469750
332370
339950
066430
460470
461300
099190
289010
214430
368600
456010
040910
464500
212710
052860
461030
038880
307180
101390
451220
462980
031310
090150
123010
185490
262840
175250
059100
052460
119830
052770
124500
010280
372800
232830
084850
114840
027360
013310
032080
059120
203690
158430
200350
321820
001540
065660
053800
297570
354320
260660
361570
131370
140670
347860
148250
096610
061040
085810
196170
123750
043100
314140
117670
291650
293780
310200
179530
900100
290740
238090
052790
092600
129890
174900
109960
270520
255440
030960
238120
102120
435570
019990
270660
217480
038680
304360
389500
121890
042110
298060
065420
103230
260970
101490
095910
275630
031330
060540
056190
246250
041510
460870
464080
007820
365330
398120
109610
475660
306040
096630
069510
234300
039440
098660
052020
050760
237690
288620
443670
058610
317830
163280
043340
054630
200710
475580
096690
298380
203400
195990
003800
364950
453860
241840
088800
481070
172670
295310
312610
445090
239610
044990
072990
148930
036170
376270
355690
357230
071670
044780
045660
224110
021080
200470
262260
397030
230360
230240
038870
448280
097780
101360
383310
128540
247540
086520
073540
038110
064850
036810
083500
054940
173940
373110
356680
950130
070300
205100
317770
373200
092870
069920
317870
067570
236810
333620
101400
265740
078860
354200
455900
419080
183490
208860
348370
182400
069410
291230
227950
096870
290650
048830
156100
073110
083310
489500
037950
226590
170920
058630
169330
373170
058970
009780
179290
432980
413390
123040
032790
347890
033160
033310
259630
105550
060850
265560
036000
476040
053280
122640
250930
080520
045060
192410
900300
475830
322310
039830
014940
046120
417860
065500
010470
352910
036220
052300
053980
052420
039200
368970
031510
226400
138080
067170
080580
353590
440320
394280
049480
173130
476060
382150
244460
226950
057540
082210
131030
109080
380540
432430
338840
153710
112290
122990
232140
065530
007530
067900
155650
273640
251370
096250
209640
019210
273060
122870
396470
079000
307280
032940
240810
074600
104830
014190
217820
136150
030530
382840
012620
376980
336570
336060
008290
008370
289930
101160
095270
043590
065950
076080
479960
196700
069080
377460
053580
330350
044340
348350
112040
065370
123420
101730
459100
038620
299900
036090
335870
192390
136540
097800
900340
036200
018000
011320
203450
389680
086390
088340
142210
241690
048430
084440
206650
089850
032620
264450
024800
078070
069330
049520
263770
054930
388720
340930
023410
240600
084370
056080
191410
179900
221800
263050
146060
372170
039020
072770
303530
067920
044960
462350
296640
274400
302430
215790
344860
073490
088390
272290
452400
053350
264850
009730
054210
065440
351330
131400
115610
047560
080010
086890
900110
067010
239340
456070
041520
102710
063760
123570
095190
083470
091120
039030
088290
353810
099750
377330
035810
092130
134060
001840
079950
352940
041830
389470
060150
277410
450520
465480
033230
037330
100030
211050
083640
064090
216050
017250
051370
049070
119610
189300
064290
150840
115310
048530
039290
071200
333430
101930
068330
019540
178780
094820
389020
049550
254120
043910
049630
234920
289220
417840
174880
110020
208140
040420
217190
045510
095700
361390
122310
381620
225220
123330
159580
147830
033100
054950
023440
090470
417500
033320
137950
204270
452160
026040
127120
322510
126880
033050
418550
420570
094970
060230
052670
412540
089790
080220
038010
216080
199820
337930
229000
034940
082270
309930
067000
033340
072020
036930
000440
051980
314130
228760
389030
303030
263860
036180
446840
208350
358570
144510
382480
382800
051160
053050
388610
119850
204840
311320
065060
388050
018120
109820
086060
363250
036890
285800
007370
085660
261780
351870
094850
004650
362320
278280
066360
047820
094360
016920
284620
293490
140430
042000
313760
198080
317530
210120
071850
452300
050110
451760
078340
900310
063080
307930
263700
079190
214370
221980
038530
431190
192250
089150
025880
115500
093640
093320
105330
199430
073010
432470
053080
272110
083550
039420
225430
032500
068100
102370
106080
036030
064820
024880
042040
054410
274090
258610
089010
220260
052400
391710
402030
046070
080530
047770
104540
027050
190650
123410
036690
049430
183300
360350
041960
089890
082660
222040
241710
355150
166480
045970
384470
196450
102940
950160
033290
056360
282880
121850
126730
448710
322780
015710
052330
200130
294570
317690
432720
227100
365270
348080
372320
445680
115180
051780
060280
405100
182360
016600
066310
096240
110790
040350
466100
900250
045520
214150
237880
139670
054780
336680
256940
219130
360070
065130
134580
323280
023160
053620
124560
044490
191420
073640
066700
064520
095610
089030
393210
054450
200230
475960
215480
051360
045340
199800
108230
079970
417790
290090
026150
464280
117730
033830
057680
204610
340570
246710
064760
043220
277880
425420
484810
131290
131100
321550
356860
425040
241790
022220
104480
130740
081150
440110
084730
288330
033540
388870
214450
208340
043200
150900
177830
037070
037030
368770
047310
170790
038950
049120
387570
441270
106240
131760
065690
140860
091700
318010
032800
225590
027710
068050
054300
271830
263750
168360
251970
222110
389140
087010
064800
119500
105760
318020
189690
009520
256630
331380
472850
208710
039980
234100
041910
041020
290720
005670
057880
094940
007330
023900
371950
370090
093380
445180
220100
151910
334970
035200
321260
303360
053610
377220
335810
405000
053160
367000
041590
075130
237820
023770
019570
300080
033790
032580
051380
452450
241820
460940
319660
237750
031980
002230
043370
239890
347740
257370
137400
147760
006140
128660
376180
304840
291810
087600
378340
347770
161580
417180
163730
299030
067310
450330
166090
136480
003380
365590
101670
149980
126700
013030
160190
221840
106190
065650
066130
004590
039340
034950
222980
256840
219750
025550
017890
080720
041460
101680
039740
053300
025770
062970
023760
032300
021650
037230
448900
054040
256150
092460
052600
030520
452190
452280
047080
066980
114810
070590
430690
042520
078350
045100
320000
091440
276730
024740
005860
007770
198940
058450
107640
079170
054920
457370
098070
034810
002680
059270
220180
076610
900270
214180
234340
084990
187660
170030
319400
048410
052260
016790
041440
460930
039010
090850
138360
011080
039610
064240
308100
127980
126640
061250
097870
353190
090710
290270
205470
078590
115160
175140
028080
200670
065510
263920
084110
243070
145020
024060
189980
010240
037440
238490
