success
006840
282330
095570
027410
079160
001460
001040
138930
000120
011150
000480
097950
000590
012030
005830
000990
000300
016610
001530
015590
375500
000210
007340
004840
017860
155660
069730
383220
017940
092780
006360
078930
007700
114090
499790
001250
007070
012630
089470
039570
009540
294870
443060
267250
267270
071970
322000
010620
042670
329180
267260
003580
097230
204320
014790
011200
060980
035000
487570
002460
298050
175330
003560
015360
096760
001060
008970
234080
415640
344820
105560
002380
009070
092220
009440
119650
003620
001390
016380
033180
001940
025000
000040
092230
033780
044450
030200
058850
058860
093050
064400
034220
003550
051900
373220
066570
032640
011070
037560
051910
000680
079550
006260
010120
108320
383800
229640
001120
181710
023150
035420
005940
034310
456040
030190
004250
008260
001340
178920
010060
005490
010950
034120
003080
005090
001380
004060
001770
009160
002360
033530
123700
011790
034730
018670
025530
210980
006120
302440
001740
361610
402340
326030
100090
096770
475150
001510
017670
285130
000660
064960
100840
003570
465770
005610
036530
011810
002820
077970
084870
002710
069260
002900
007980
024070
000500
139130
037270
000860
035250
011420
009450
002100
012320
214390
267290
000050
012610
009140
013580
012200
002140
010130
009290
002240
017900
017040
339770
030610
037710
007690
001140
002720
014530
083420
014280
008870
001570
002990
011780
092440
001210
073240
214330
013700
024110
004540
000270
008350
001260
004270
003920
092790
005720
025860
002350
000320
090350
006280
251270
072710
058730
005250
004370
145210
019680
030210
006370
353200
008060
000490
008110
006570
005750
084690
001680
128820
117580
003540
016710
014160
003090
009190
069620
000430
006340
003220
024890
012800
002880
015230
001070
006650
084010
001440
001790
001130
003490
005880
003830
016090
475560
069460
012510
192080
004830
002150
145720
460850
460860
001230
023450
004140
007590
005960
002210
026960
102260
000640
028100
170900
001520
084670
082640
006040
018500
030720
014820
111380
163560
002690
004890
454910
000020
034020
000150
241560
336260
024090
192650
016740
003160
092200
024900
013570
210540
089860
032350
000400
286940
023530
280360
020150
005300
004000
004990
011170
071840
001080
027740
094800
088980
090370
017180
118000
009900
012690
070960
005360
009680
009580
009200
033920
008420
025560
007120
085620
006800
081660
002840
268280
107590
134380
377740
003610
035150
002410
003650
007210
002760
003850
000890
001270
003000
026940
011390
005030
100220
006740
002070
005180
090460
003960
008040
014710
062040
007160
006090
001470
006400
006660
028050
028260
032830
207940
018260
009150
005930
001360
010140
029780
016360
068290
000810
006110
145990
003230
002170
272550
000070
003720
002810
005680
023000
004440
004380
002450
005500
009770
004690
000520
010960
004450
009470
000390
001820
011230
001290
041650
007540
075180
248170
007860
200880
031210
017390
021050
004410
007610
008490
136490
004980
000180
014910
011300
002420
004490
001430
004360
306200
003030
019440
058650
021820
067830
336370
075580
248070
068270
126720
017550
004430
053210
462870
134790
029530
026890
016590
035510
011930
004970
004170
031430
005800
006880
031440
002700
001720
009270
002870
019170
102280
004080
055550
403550
480370
004770
112610
004920
308170
002790
090430
008700
002030
183190
002310
012170
267850
020560
122900
010780
031820
139990
001780
009320
018250
161000
011090
137310
010580
005850
298690
012750
023960
078520
007460
015260
278470
450080
244920
003060
019490
900140
036570
085310
484870
066970
111770
097520
014440
003520
009970
000670
012280
012160
007310
002630
271560
005320
001800
016880
095720
011690
005820
008600
033270
010600
014830
446070
000910
077500
047400
002920
011330
003470
072130
000700
000220
001200
003460
000100
008730
008250
214320
457190
139480
025820
007660
005950
015020
074610
102460
084680
000760
014990
101140
034590
006490
023800
023810
129260
249420
000230
013360
003200
007110
003120
008500
007570
020760
081000
271940
103590
317400
015860
033240
226320
079900
000950
194370
025620
030000
271980
001560
002620
006220
089590
004700
004910
462520
018470
120030
001550
001630
002600
063160
185750
109070
013890
013870
044380
088790
010640
071320
003780
272450
100250
051630
011000
002780
000650
009310
035720
033250
323410
377300
006380
001620
029460
381970
281820
003690
192820
007810
044820
005070
005420
002020
071950
138490
450140
003070
120110
021240
036420
024720
192400
284740
264900
005740
259960
020120
039490
006890
014580
015890
003240
004100
011280
009410
001420
078000
055490
214420
363280
019180
091810
034230
004870
005690
036580
004720
028670
010820
016800
001020
090080
010770
022100
047050
058430
003670
103140
017810
005810
950210
009810
086790
293480
039130
000080
071090
352820
000140
152550
005430
036460
071050
025540
010040
004090
010100
002200
002960
000240
123890
015760
025890
027970
023350
006200
000970
161390
161890
104700
017960
034830
007280
123690
003350
011500
053690
002390
042700
009240
008930
128940
020000
003680
016450
105630
069640
009180
213500
014680
004710
004150
025750
011700
001750
004960
018880
009420
300720
006390
002220
014130
130660
003300
052690
051600
003480
005110
002320
180640
009460
452260
489790
372910
000880
088350
009830
000370
082740
272210
012450
195870
101530
042660
003530
453340
000720
143210
086280
079430
064350
069960
012330
004560
307950
004310
017800
011210
005380
005440
004020
001500
011760
227840
126560
057050
001450
093240
111110
008770
003010
378850
013520
006060
010690
241590
133820
010660
032560
000850
016580
004800
298000
298020
094280
298040
005870
093370
005010
079980
003280
000540
