Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,620,0.5225806451612903,0.09305566401534945,-0.07749876179194756,1.2007374293948825,0.7764067056479897,0.9114749454132317,-0.9507617117672624,3.1308562197092082
