Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,411,0.40145985401459855,0.12856993010500645,-0.09057548552595997,1.419478232530775,-1.0,-0.08878376626476196,-1.0,4.9365853658536585
