Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,655,0.5419847328244275,0.0809315727386735,-0.0698315155561821,1.1589548371402736,0.9978300966598106,1.0446542724985959,-0.9946018386333778,2.963302752293578
