Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,136,0.27205882352941174,0.019207903217436567,-0.025358847101900985,0.7574438672330919,-0.017883081343410767,-0.11941758902917253,-0.239936610463919,14.051851851851852
