date,equity
2024-03-05,8204421.203201056
2024-03-06,8168625.716963668
2024-03-07,8161906.455434637
2024-03-08,8110724.834101787
2024-03-11,8126500.49160473
2024-03-12,8175669.580498934
2024-03-13,8145806.195925461
2024-03-14,8136636.189249368
2024-03-15,8158790.276174798
2024-03-18,8127141.580567042
2024-03-19,8106756.574575585
2024-03-20,8058098.733841199
2024-03-21,8054763.448227151
2024-03-22,8121420.470207179
2024-03-25,8075083.533817362
2024-03-26,8046713.318472563
2024-03-27,8080699.1485252
2024-03-28,8108996.328418596
2024-03-29,8081989.441499977
2024-04-01,8131694.123704466
2024-04-02,8109028.788619219
2024-04-03,8140003.935064041
2024-04-04,8246992.756318567
2024-04-05,8240914.583751847
2024-04-08,8122597.152479774
2024-04-09,8120162.637433023
2024-04-11,8183703.4801532095
2024-04-12,8193766.1423464455
2024-04-15,8326528.362895904
2024-04-16,8184352.684165678
2024-04-17,8230283.868047704
2024-04-18,8122353.7009751005
2024-04-19,8141667.520345989
2024-04-22,8166986.476832194
2024-04-23,8150918.677523642
2024-04-24,8233367.5871069245
2024-04-25,8122751.3384327395
2024-04-26,8239494.44997458
2024-04-29,8250961.0158447735
2024-04-30,8312812.021008519
2024-05-02,8439992.672541142
2024-05-03,8371465.998297159
2024-05-07,9263731.096275356
2024-05-08,9226510.909608008
2024-05-09,9410369.20246085
2024-05-10,9772950.651149437
2024-05-13,9713393.25557149
2024-05-14,9773371.146240165
2024-05-16,10250505.651463997
2024-05-17,9981477.989325106
2024-05-20,9791159.362805594
2024-05-21,10162277.0801513
2024-05-22,9843796.646887463
2024-05-23,9716080.81978482
2024-05-24,10019461.656608807
2024-05-27,10149827.877010597
2024-05-28,10269783.65834795
2024-05-29,10114684.681245947
2024-05-30,9752829.542259531
2024-05-31,9990256.361216284
2024-06-03,10125936.110491844
2024-06-04,9782725.30692752
2024-06-05,9784950.108225748
2024-06-07,9914849.961345091
2024-06-10,10083445.55663198
2024-06-11,10001719.150179727
2024-06-12,10298904.692666959
2024-06-13,10955152.267356122
2024-06-14,11039238.543226654
2024-06-17,10658715.970666919
2024-06-18,10786625.480356807
2024-06-19,10438331.121736178
2024-06-20,10427683.676347874
2024-06-21,10351038.889355715
2024-06-24,10326606.850356752
2024-06-25,10260377.599339223
2024-06-26,10316367.157783702
2024-06-27,10238560.275268072
2024-06-28,9826080.075812854
2024-07-01,9503481.339114957
2024-07-02,9097912.549878284
2024-07-03,9039880.80539039
2024-07-04,8966880.309184559
2024-07-05,8897829.918376496
2024-07-08,8909004.893969534
2024-07-09,8897231.031429093
2024-07-10,8932731.01090709
2024-07-11,8967925.175773647
2024-07-12,8747139.76858942
2024-07-15,8692551.860447375
2024-07-16,8400486.164246669
2024-07-17,8206419.968810527
2024-07-18,8167861.843218129
2024-07-19,8050072.24871181
2024-07-22,7874585.630847139
2024-07-23,7838346.599391496
2024-07-24,7839467.9196334435
2024-07-25,7540355.74509414
2024-07-26,7607748.204758011
2024-07-29,7607352.226463941
2024-07-30,7534096.242060955
2024-07-31,7595625.176985708
2024-08-01,7606499.350138252
2024-08-02,7520023.782687075
2024-08-05,7635375.305736601
2024-08-06,7703475.957349482
2024-08-07,7723724.155117417
2024-08-08,7732138.693866409
2024-08-09,7749188.6054130085
2024-08-12,7743591.60452567
2024-08-13,7708524.680598877
2024-08-14,7711524.9776731795
2024-08-16,7615271.792345348
2024-08-19,7621820.664131893
2024-08-20,7628597.984934248
2024-08-21,7642990.272930261
2024-08-22,7597757.367799935
2024-08-23,7588314.8084798
2024-08-26,7585116.522258463
2024-08-27,7563261.566412666
2024-08-28,7537979.875329723
2024-08-29,7513916.578997765
2024-08-30,7609484.417278167
2024-09-02,7619612.323645731
2024-09-03,7634035.071510518
2024-09-04,7564799.789785783
2024-09-05,7597924.897078194
2024-09-06,7513353.071425432
2024-09-09,7548458.070188194
2024-09-10,7560444.028551011
2024-09-11,7542061.497745521
2024-09-12,7608585.851149314
2024-09-13,7634705.188623559
2024-09-19,7602615.716869486
2024-09-20,7568272.214826089
2024-09-23,7529984.159776378
2024-09-24,7576207.01064188
2024-09-25,7512682.954312389
2024-09-26,7541140.086715088
2024-09-27,7568706.267956129
2024-09-30,7576382.154887336
2024-10-02,7537751.426313912
2024-10-04,7594749.4557584375
2024-10-07,7602570.027066324
2024-10-08,7607481.680906233
2024-10-10,7766479.157769528
2024-10-11,7753784.490516676
2024-10-14,7770885.705776224
2024-10-15,8157077.158685113
2024-10-16,8046166.082057493
2024-10-17,7952974.660695836
2024-10-18,7988746.392940542
2024-10-21,8329192.297748533
2024-10-22,7885226.063007783
2024-10-23,7729628.174078804
2024-10-24,7647298.42983834
2024-10-25,7508971.310333122
2024-10-28,7408119.357351239
2024-10-29,7313939.480296649
2024-10-30,7384854.374963915
2024-10-31,7317371.870019356
2024-11-01,7225269.727811081
2024-11-04,7472435.794349103
2024-11-05,7646360.92140117
2024-11-06,7484299.529764507
2024-11-07,7240554.517448125
2024-11-08,7150534.769284662
2024-11-11,7332093.222754397
2024-11-12,6986281.091741885
2024-11-13,7154177.99932719
2024-11-14,6962517.347307669
2024-11-15,7039915.496604438
2024-11-18,6991737.606705249
2024-11-19,7012589.0533931125
2024-11-20,6968326.928130142
2024-11-21,7006925.179544297
2024-11-22,6812232.590304973
2024-11-25,7214016.730611536
2024-11-26,7224536.781728156
2024-11-27,7112155.7347932095
2024-11-28,7119604.356223102
2024-11-29,6959568.675473325
2024-12-02,6912746.128104538
2024-12-03,6914400.863737117
2024-12-04,6622571.1329154875
2024-12-05,6712957.60022019
2024-12-06,6393515.0463007195
2024-12-09,6432833.163129131
2024-12-10,6469521.909089489
2024-12-11,6887895.895647597
2024-12-12,7053144.531870661
2024-12-13,7515533.776935586
2024-12-16,7443333.515708556
2024-12-17,7404475.771494527
2024-12-18,7378599.996277697
2024-12-19,7320324.40030385
2024-12-20,7313146.480830017
2024-12-23,7376432.6613291
2024-12-24,7373934.7159646135
2024-12-26,7323608.463768339
2024-12-27,7362884.981175826
2024-12-30,7347779.758618813
2025-01-02,7340579.798450587
2025-01-03,7335804.314665539
2025-01-06,7378489.792805738
2025-01-07,7338449.197992642
2025-01-08,7329890.06167021
2025-01-09,7363208.244693583
2025-01-10,7351820.552590776
2025-01-13,7333872.080457127
2025-01-14,7305645.297838428
2025-01-15,7328751.29245993
2025-01-16,7388834.225373966
2025-01-17,7389826.056621629
2025-01-20,7354414.007630965
2025-01-21,7370871.059444053
2025-01-22,7411132.061201073
2025-01-23,7317143.193413197
2025-01-24,7319567.669796376
2025-01-31,7407950.854310418
2025-02-03,7326914.567927218
2025-02-04,7327502.319777685
2025-02-05,7361738.865067415
2025-02-06,7458203.637525384
2025-02-07,7418016.104749672
2025-02-10,7412505.93115154
2025-02-11,7399061.107572097
2025-02-12,7387306.070562748
2025-02-13,7395167.25156275
2025-02-14,7403763.122375837
2025-02-17,7360122.547478628
2025-02-18,7407436.571441257
2025-02-19,7380767.331226297
2025-02-20,7330000.265142171
2025-02-21,7364457.217375825
2025-02-24,7323314.587843103
2025-02-25,7344400.185478623
2025-02-26,7315159.530917868
2025-02-27,7304065.714740295
2025-02-28,7314351.372123475
2025-03-04,7358726.636833767
2025-03-05,7439836.392198275
2025-03-06,7450268.987544072
2025-03-07,7387379.539544054
2025-03-10,7467387.260188935
2025-03-11,7364383.748394515
2025-03-12,7357698.071095448
2025-03-13,7331322.706805722
2025-03-14,7367028.6317216195
2025-03-17,7324930.905431889
2025-03-18,7362914.368768347
2025-03-19,7309135.074450576
2025-03-20,7299731.044843096
2025-03-21,7335436.969758993
2025-03-24,7415885.504291725
2025-03-25,7311706.48879637
2025-03-26,7287020.911076738
2025-03-27,7265457.765062713
2025-03-28,7281804.613403838
2025-03-31,7322432.9600674
2025-04-01,7427236.461903877
2025-04-02,7435758.863735654
2025-04-03,7373310.229623488
2025-04-04,7246245.626450556
2025-04-07,7297380.037441224
2025-04-08,7358080.109798249
2025-04-09,7455485.285216968
2025-04-10,7398870.08822069
2025-04-11,7411594.915783311
2025-04-14,7450606.944858087
2025-04-15,7478965.9716431415
2025-04-16,7391890.5349963885
2025-04-17,7341314.488263665
2025-04-18,7296498.409665522
2025-04-21,7272547.521758974
2025-04-22,7324343.153581418
2025-04-23,7273355.680553366
2025-04-24,7285257.655525332
2025-04-25,7380466.108402928
2025-04-28,7355655.633415071
2025-04-29,7359461.326646848
2025-04-30,7404769.647419757
2025-05-02,7388959.122642183
2025-05-07,7385579.549501996
2025-05-08,7413945.923185181
2025-05-09,7408046.363986114
2025-05-12,7437029.877112289
2025-05-13,7405967.191815084
2025-05-14,7390347.686388912
2025-05-15,7384764.043809471
2025-05-16,7373097.169577693
2025-05-19,7323939.074184222
2025-05-20,7346016.503067407
2025-05-21,7379738.765487976
2025-05-22,7328310.478572074
2025-05-23,7302743.273076741
2025-05-26,7295763.71985244
2025-05-27,7399648.859422562
2025-05-28,7423746.685291726
2025-05-29,7416840.601048733
2025-05-30,7311045.267964593
2025-06-02,7297159.630497299
2025-06-04,7335510.4387403
2025-06-05,7327796.195702914
2025-06-09,7286543.362698231
2025-06-10,7317730.9452636605
2025-06-11,7907516.146288747
2025-06-12,8052620.242345042
2025-06-13,7844895.736772152
2025-06-16,8417675.063310154
2025-06-17,8480468.648738025
2025-06-18,8556673.0760635
2025-06-19,8654656.006662201
2025-06-20,8610738.595563171
2025-06-23,8853687.081489146
2025-06-24,9008454.393394515
2025-06-25,8908549.210180676
2025-06-26,8515820.878594015
2025-06-27,8459452.119474402
2025-06-30,8579913.283356437
2025-07-01,8750145.204138556
2025-07-02,8603739.85749973
2025-07-03,8357397.123712789
2025-07-04,8008291.804175992
2025-07-07,7783855.823165183
2025-07-08,7644639.708092197
2025-07-09,7824933.14931932
2025-07-10,7963144.844106918
2025-07-11,8003737.277709491
2025-07-14,7936648.929682031
2025-07-15,7947143.389905222
2025-07-16,8017252.864726378
2025-07-17,7974651.590553029
2025-07-18,8055455.470753372
2025-07-21,8062902.034938144
2025-07-22,8051091.4377892725
2025-07-23,7921729.032067765
2025-07-24,7748934.107798794
2025-07-25,7883110.803853713
2025-07-28,7669723.445982171
2025-07-29,7574615.235510616
2025-07-30,7479733.397069185
2025-07-31,7539621.090705881
2025-08-01,7047746.08639676
2025-08-04,7018254.228706837
2025-08-05,7128359.473094702
2025-08-06,7084130.34535538
2025-08-07,7051954.261040714
2025-08-08,6984762.00746649
2025-08-11,7070622.624276027
2025-08-12,7025354.441069063
2025-08-13,7012022.686201206
2025-08-14,7179726.238678727
2025-08-18,6845358.189191327
2025-08-19,6690625.512468212
2025-08-20,6741954.852569759
2025-08-21,6721693.270950728
2025-08-22,6718981.571312419
2025-08-25,6798454.1275175
2025-08-26,6759337.981951112
2025-08-27,6784712.455509829
2025-08-28,6767705.4356983565
2025-08-29,6785392.736302289
2025-09-01,6821175.505985629
2025-09-02,6850495.608140609
2025-09-03,6811719.602970451
2025-09-04,6841311.817442414
2025-09-05,6912877.356809093
2025-09-08,6829066.763178153
2025-09-09,6776753.170238062
2025-09-10,6948047.87377922
2025-09-11,6896346.533552341
2025-09-12,6870836.003835131
2025-09-15,6880700.075325785
2025-09-16,6855325.601767068
2025-09-17,6837638.301163136
2025-09-18,6813297.854408956
2025-09-19,6829202.819336645
2025-09-22,6795358.849911814
2025-09-23,6763691.779022851
2025-09-24,6801005.180489223
2025-09-25,6775358.594613522
2025-09-26,6782841.68333057
2025-09-29,6736072.378849019
2025-09-30,6720766.061018693
2025-10-01,6794508.498921241
2025-10-02,6786889.3540457
2025-10-10,6849747.299268904
2025-10-13,6840903.648966938
2025-10-14,6827978.313910219
2025-10-15,6876958.530967261
2025-10-16,6881040.215722014
2025-10-17,6864713.476703
2025-10-20,6900768.358703324
2025-10-21,6884373.5916050635
2025-10-22,6897503.0108995205
2025-10-23,7151385.463900591
2025-10-24,7328238.011655038
2025-10-27,7311650.626946625
2025-10-28,7290021.393289072
2025-10-29,7312515.796292927
2025-10-30,7272430.731227657
2025-10-31,7102410.037966423
2025-11-03,6984896.173998008
2025-11-04,7257126.183825831
2025-11-05,7218730.564905458
2025-11-06,7249488.826837786
2025-11-07,7249488.826837786
2025-11-10,7249488.826837786
2025-11-11,7249488.826837786
2025-11-12,7249488.826837786
2025-11-13,7226680.188487046
2025-11-14,7010999.437139074
2025-11-17,7087745.92484122
2025-11-18,6787830.495931729
2025-11-19,6805162.572782305
