date,equity
2020-12-24,1058463.13525309
2020-12-28,1055602.8261459619
2020-12-29,1172510.1589360265
2020-12-30,1198429.396248238
2021-01-04,1225998.1845506784
2021-01-05,1239996.8331180317
2021-01-06,1301267.8700268785
2021-01-07,1358744.910709537
2021-01-08,1413658.5255784602
2021-01-11,1360137.217724409
2021-01-12,1361014.3434085788
2021-01-13,1350909.023470959
2021-01-14,1352378.2956644415
2021-01-15,1333625.8339028847
2021-01-18,1304363.8116710037
2021-01-19,1351260.5671246143
2021-01-20,1335444.6597921592
2021-01-21,1326867.5493469583
2021-01-22,1286020.5342841623
2021-01-25,1281946.9268576826
2021-01-26,1246286.3941012814
2021-01-27,1233025.501840613
2021-01-28,1198460.5094644397
2021-01-29,1151328.004815084
2021-02-01,1205141.2256438667
2021-02-02,1240198.5178111552
2021-02-03,1284146.3306507557
2021-02-04,1303352.956304116
2021-02-05,1274647.0248221986
2021-02-08,1279747.128206441
2021-02-09,1278890.3311772835
2021-02-10,1302409.606010292
2021-02-15,1325687.9196295503
2021-02-16,1302745.4913385499
2021-02-17,1307017.7976618956
2021-02-18,1293957.6341162103
2021-02-19,1299932.652469091
2021-02-22,1305356.897718043
2021-02-23,1307495.4062269472
2021-02-24,1307786.1803407085
2021-02-25,1393938.6204183477
2021-02-26,1418094.1375668827
2021-03-02,1432068.3910764477
2021-03-03,1492309.9500288342
2021-03-04,1475857.894608631
2021-03-05,1499427.5275615472
2021-03-08,1465050.7661269694
2021-03-09,1369490.612637388
2021-03-10,1351282.4303704211
2021-03-11,1358478.7533387556
2021-03-12,1356445.893743181
2021-03-15,1345603.975900116
2021-03-16,1353884.4906527568
2021-03-17,1364536.6749335683
2021-03-18,1374904.2588709996
2021-03-19,1377344.7349704797
2021-03-22,1407010.780937971
2021-03-23,1426667.0681617102
2021-03-24,1458182.5688708234
2021-03-25,1474243.583096473
2021-03-26,1483720.5790681296
2021-03-29,1469171.8938838516
2021-03-30,1458729.2419016093
2021-03-31,1444396.033678371
2021-04-01,1471717.7142753953
2021-04-02,1465939.7394682546
2021-04-05,1472200.9829864595
2021-04-06,1577308.890032822
2021-04-07,1587342.2241910873
2021-04-08,1624988.3050563973
2021-04-09,1632771.432228927
2021-04-12,1628310.4759507226
2021-04-13,1522400.3216877035
2021-04-14,1557217.7312713878
2021-04-15,1497118.9748093558
2021-04-16,1492743.7687247437
2021-04-19,1523890.9876410102
2021-04-20,1529828.517953155
2021-04-21,1593486.8833049813
2021-04-22,1593293.6043234663
2021-04-23,1623383.2761657431
2021-04-26,1700482.2618921322
2021-04-27,1714147.0858852526
2021-04-28,1727846.7000950456
2021-04-29,1712956.4873591193
2021-04-30,1707448.036385938
2021-05-03,1641077.354901978
2021-05-04,1556111.9146279232
2021-05-06,1624297.6468427598
2021-05-07,1630057.3604919107
2021-05-10,1646993.2379681931
2021-05-11,1688376.5872583627
2021-05-12,1726675.2040035506
2021-05-13,1649666.6728405107
2021-05-14,1637086.5304916534
2021-05-17,1547166.9633634023
2021-05-18,1591310.6774788972
2021-05-20,1576466.8516985346
2021-05-21,1534432.538798622
2021-05-24,1555090.19634296
2021-05-25,1558321.8209138932
2021-05-26,1565952.4751041108
2021-05-27,1584569.1066036492
2021-05-28,1572802.2822090075
2021-05-31,1564344.3939779052
2021-06-01,1565447.9118213507
2021-06-02,1603619.89974431
2021-06-03,1630702.6860383374
2021-06-04,1718744.3965058844
2021-06-07,1846032.4676872734
2021-06-08,1736374.329810789
2021-06-09,1703889.0126653588
2021-06-10,1657868.2123760341
2021-06-11,1677367.282667451
2021-06-14,1659348.077157092
2021-06-15,1690171.5014253913
2021-06-16,1718705.3274559893
2021-06-17,1690416.1125252205
2021-06-18,1719814.0440411589
2021-06-21,1770037.2505484722
2021-06-22,1799609.3301563242
2021-06-23,1674997.3083873277
2021-06-24,1717402.7627685084
2021-06-25,1755249.6347437142
2021-06-28,1724088.94629741
2021-06-29,1777355.4104109246
2021-06-30,1758853.1993672058
2021-07-01,1809958.9663403258
2021-07-02,1813248.8680767035
2021-07-05,1800108.9611415903
2021-07-06,1831703.8378170547
2021-07-07,1793694.6377561737
2021-07-08,1778182.849569205
2021-07-09,1820719.1120194248
2021-07-12,1804990.6237180836
2021-07-13,1774755.0477600447
2021-07-14,1788335.646808865
2021-07-15,1856879.8629858263
2021-07-16,1840088.3621234377
2021-07-19,1863310.7343799768
2021-07-20,1855913.7744759342
2021-07-21,1957120.6078919033
2021-07-22,1959362.4690751354
2021-07-23,1922378.4575553387
2021-07-26,1864779.5671552122
2021-07-27,1852324.955395781
2021-07-28,1920957.0909877114
2021-07-29,1995643.3618210966
2021-07-30,2018949.7879262886
2021-08-02,2029604.371949301
2021-08-03,2085475.0827630344
2021-08-04,2054866.5524474606
2021-08-05,2158941.6540183024
2021-08-06,2158505.4420164065
2021-08-09,2106949.4184602634
2021-08-10,2090747.7423976047
2021-08-11,2063075.96894424
2021-08-12,2046374.5548599914
2021-08-13,2017481.2270761451
2021-08-17,1940682.5043345485
2021-08-18,1914479.2917313275
2021-08-19,1829274.806063872
2021-08-20,1818883.6432691892
2021-08-23,1876670.298836882
2021-08-24,1961583.4118273428
2021-08-25,2007001.9748674876
2021-08-26,2017467.331809655
2021-08-27,1990720.3364778569
2021-08-30,2054481.825951133
2021-08-31,2036616.6151860973
2021-09-01,2108672.061790571
2021-09-02,2174046.2651504683
2021-09-03,2199870.862676315
2021-09-06,2257527.078150237
2021-09-07,2359045.045675012
2021-09-08,2360407.890550839
2021-09-09,2295957.53627153
2021-09-10,2243373.238209946
2021-09-13,2172295.245295158
2021-09-14,2144123.573095031
2021-09-15,2197160.1764168334
2021-09-16,2220698.6842473065
2021-09-17,2231653.958096869
2021-09-23,2233707.1190533666
2021-09-24,2242351.7398132733
2021-09-27,2312269.324101658
2021-09-28,2244015.4693385833
2021-09-29,2239733.815611234
2021-09-30,2206106.5288398196
2021-10-01,2175118.536433276
2021-10-05,2187266.405425886
2021-10-06,2077368.932396726
2021-10-07,2093671.4030772988
2021-10-08,2139856.513421746
2021-10-12,2134705.823744988
2021-10-13,2270616.778331884
2021-10-14,2338451.0007057744
2021-10-15,2406357.774717457
2021-10-18,2378666.359226214
2021-10-19,2399184.4165736544
2021-10-20,2384833.4652180695
2021-10-21,2289768.0472669736
2021-10-22,2275078.290473023
2021-10-25,2265869.558658237
2021-10-26,2270932.15892102
2021-10-27,2257445.1614332683
2021-10-28,2256917.6202097908
2021-10-29,2290806.634182343
2021-11-01,2273832.48172021
2021-11-02,2324306.0219007744
2021-11-03,2281201.500004669
2021-11-04,2288102.966784183
2021-11-05,2264505.168001996
2021-11-08,2326979.1968094814
2021-11-09,2287091.6325506605
2021-11-10,2178702.6907358244
2021-11-11,2182433.6735865567
2021-11-12,2163408.9012087137
2021-11-15,2100731.589138209
2021-11-16,2103242.9844500963
2021-11-17,2142795.9783385303
2021-11-18,2144280.793172169
2021-11-19,2154123.091156699
2021-11-22,2067675.1895304408
2021-11-23,2056297.2558965168
2021-11-24,2064232.079263047
2021-11-25,2122030.6025013477
2021-11-26,2043471.7855074399
2021-11-29,2015979.4852854
2021-11-30,2011087.0459535765
2021-12-01,2025047.456068543
2021-12-02,2032441.96483034
2021-12-03,2049274.0682683443
2021-12-06,2040435.589242983
2021-12-07,2020697.2671732476
2021-12-08,2023126.224184813
2021-12-09,2030912.6967452993
2021-12-10,2026580.7859546063
2021-12-13,2026926.0390415343
2021-12-14,2015219.9284941575
2021-12-15,2042104.9894633058
2021-12-16,2029759.1452548564
2021-12-17,2026513.7662377316
2021-12-20,2029480.9118848029
2021-12-21,2034497.2361478182
2021-12-22,2036331.1393095602
2021-12-23,2011068.767848974
2021-12-24,2015624.0776959148
2021-12-27,2018790.2515930973
2021-12-28,2060584.6228535087
2021-12-29,2184607.6122142905
2021-12-30,2274080.876535327
2022-01-03,2332697.6705776355
2022-01-04,2364817.285279837
2022-01-05,2185112.549388649
2022-01-06,2158887.0743376017
2022-01-07,2273114.6063341056
2022-01-10,2247498.317903206
2022-01-11,2262441.529376303
2022-01-12,2265028.462720224
2022-01-13,2252175.131896147
2022-01-14,2194418.520160505
2022-01-17,2202443.016437699
2022-01-18,2196721.355736742
2022-01-19,2184252.8296504063
2022-01-20,2191227.764328431
2022-01-21,2187244.3016345366
2022-01-24,2195614.2232481665
2022-01-25,2197334.7071354124
2022-01-26,2200780.1034398586
2022-01-27,2210863.866145803
2022-01-28,2215365.4668443506
2022-02-03,2238420.393786444
2022-02-04,2214543.9745378275
2022-02-07,2214198.549201392
2022-02-08,2199511.3296079515
2022-02-09,2213033.845823411
2022-02-10,2196096.9330131854
2022-02-11,2171511.948971881
2022-02-14,2208959.5982654537
2022-02-15,2201563.9532417706
2022-02-16,2223387.7488565682
2022-02-17,2216160.3879711484
2022-02-18,2239381.384786528
2022-02-21,2233710.652180045
2022-02-22,2202795.0845690668
2022-02-23,2209858.5898461775
2022-02-24,2196882.9970800746
2022-02-25,2206747.547553281
2022-02-28,2215146.254611613
2022-03-02,2222634.898764337
2022-03-03,2279110.4386583846
2022-03-04,2279737.160535727
2022-03-07,2313852.6296849702
2022-03-08,2258492.1971863983
2022-03-10,2279269.3898591604
2022-03-11,2269255.464210321
2022-03-14,2272184.7077674647
2022-03-15,2261762.050459489
2022-03-16,2261571.309018559
2022-03-17,2277679.877851408
2022-03-18,2279360.219116746
2022-03-21,2264886.576920442
2022-03-22,2264491.4696499435
2022-03-23,2278524.5899469564
2022-03-24,2272064.3590011634
2022-03-25,2273229.244229702
2022-03-28,2264430.159901073
2022-03-29,2255685.573126996
2022-03-30,2255578.8487493326
2022-03-31,2247370.154595012
2022-04-01,2241293.677262519
2022-04-04,2252872.136873274
2022-04-05,2255708.2804413917
2022-04-06,2264312.081866211
2022-04-07,2256702.8608119567
2022-04-08,2242020.311323205
2022-04-11,2243995.847675697
2022-04-12,2260199.7872290118
2022-04-13,2263399.247827473
2022-04-14,2268601.4935557023
2022-04-15,2259786.5141069964
2022-04-18,2256416.7486505616
2022-04-19,2259062.1507777493
2022-04-20,2268145.0765363337
2022-04-21,2247222.5570514346
2022-04-22,2285987.3183491267
2022-04-25,2291919.0590731767
2022-04-26,2367035.0894135498
2022-04-27,2210541.0917060236
2022-04-28,2222482.586566307
2022-04-29,2222854.510973229
2022-05-02,2219861.8801965597
2022-05-03,2191110.309276118
2022-05-04,2173182.5225347597
2022-05-06,2176486.16874017
2022-05-09,2180234.7059679083
2022-05-10,2194938.134012786
2022-05-11,2205285.1539281304
2022-05-12,2169522.0825391654
2022-05-13,2184014.0772268972
2022-05-16,2192944.934135522
2022-05-17,2227296.247379375
2022-05-18,2222842.9322944824
2022-05-19,2222118.332560096
2022-05-20,2200406.7696981416
2022-05-23,2204164.1166490945
2022-05-24,2192196.107662296
2022-05-25,2186405.917079614
2022-05-26,2199479.5463298233
2022-05-27,2199831.9352584006
2022-05-30,2207309.187836645
2022-05-31,2203126.7717405963
2022-06-02,2202060.7952316506
2022-06-03,2199567.6435619676
2022-06-07,2205888.619968319
2022-06-08,2192156.4639078313
2022-06-09,2189370.388941269
2022-06-10,2190819.588410042
2022-06-13,2171753.1449432196
2022-06-14,2183954.6115952004
2022-06-15,2171794.991128488
2022-06-16,2171189.322657496
2022-06-17,2182498.804834016
2022-06-20,2202430.8036066564
2022-06-21,2201285.539588781
2022-06-22,2182146.4159054393
2022-06-23,2191528.7711288035
2022-06-24,2213174.2610666496
2022-06-27,2226648.732723115
2022-06-28,2226802.902879367
2022-06-29,2216662.911459562
2022-06-30,2195347.7861422566
2022-07-01,2194546.101329744
2022-07-04,2199127.1574012456
2022-07-05,2425756.252404053
2022-07-06,2251265.857155815
2022-07-07,2270245.020817533
2022-07-08,2260962.7138034925
2022-07-11,2248841.642993896
2022-07-12,2243001.9003287517
2022-07-13,2245484.6921562934
2022-07-14,2262021.617758977
2022-07-15,2256772.1577243377
2022-07-18,2264756.744146124
2022-07-19,2260935.67795782
2022-07-20,2291472.665644302
2022-07-21,2267523.4123532213
2022-07-22,2253072.752841557
2022-07-25,2242100.705473019
2022-07-26,2249152.5552191227
2022-07-27,2261552.996433996
2022-07-28,2263733.8879848677
2022-07-29,2257398.488149071
2022-08-01,2235501.7061419203
2022-08-02,2234485.6089420826
2022-08-03,2252146.775127292
2022-08-04,2238304.422143247
2022-08-05,2251795.3091335567
2022-08-08,2249359.8300359407
2022-08-09,2252707.7689249855
2022-08-10,2248719.981688371
2022-08-11,2274135.9296071557
2022-08-12,2422851.5377967083
2022-08-16,2421630.6927012233
2022-08-17,2410327.0182499452
2022-08-18,2411321.066035202
2022-08-19,2410243.557470897
2022-08-22,2382392.1452226057
2022-08-23,2417409.9601519587
2022-08-24,2465901.485777301
2022-08-25,2421371.745582651
2022-08-26,2458140.511928999
2022-08-29,2461169.359482103
2022-08-30,2471706.5090327314
2022-08-31,2530262.816161268
2022-09-01,2487131.0321135563
2022-09-02,2533219.32346764
2022-09-05,2642474.076188795
2022-09-06,2747623.4184984197
2022-09-07,2921264.9321015743
2022-09-08,3021978.792857428
2022-09-13,3261906.7833692795
2022-09-14,3167375.131014826
2022-09-15,3233537.5300853807
2022-09-16,3357714.148642104
2022-09-19,3189829.763468915
2022-09-20,3218945.8930600756
2022-09-21,3100570.8169158893
2022-09-22,3174417.6094768043
2022-09-23,3081180.9442680064
2022-09-26,2848606.071465069
2022-09-27,2955708.133926422
2022-09-28,2796599.387695537
2022-09-29,2797526.9598835884
2022-09-30,2803208.0383756
2022-10-04,3019488.503559561
2022-10-05,3168073.521693285
2022-10-06,3189855.8078028164
2022-10-07,3196493.369823805
2022-10-11,3131970.4847116102
2022-10-12,2981233.9809572897
2022-10-13,2929269.459559942
2022-10-14,3011583.661094638
2022-10-17,2896935.73865153
2022-10-18,2931346.2575498126
2022-10-19,2987476.209010865
2022-10-20,2907211.0987643185
2022-10-21,2766392.389586913
2022-10-24,2875003.864972458
2022-10-25,2860284.378523373
2022-10-26,2761273.877603759
2022-10-27,2836398.7923614564
2022-10-28,2864760.8178101233
2022-10-31,2964384.480085216
2022-11-01,3119845.5788025702
2022-11-02,3040067.887159538
2022-11-03,3250970.0960206236
2022-11-04,3208807.7238364853
2022-11-07,3219898.8369993246
2022-11-08,3174538.1477252184
2022-11-09,3270594.8733135327
2022-11-10,3302092.5746134943
2022-11-11,3374192.640326781
2022-11-14,3378665.4656959157
2022-11-15,3487822.6426414447
2022-11-16,3439424.911790278
2022-11-17,3494549.2018230255
2022-11-18,3470372.0929734353
2022-11-21,3582909.4875289267
2022-11-22,3504041.758760483
2022-11-23,3526676.9294273388
2022-11-24,3565610.868541377
2022-11-25,3597341.065207954
2022-11-28,3469950.4692515936
2022-11-29,3504126.083504851
2022-11-30,3554151.6842021244
2022-12-01,3655624.4676572923
2022-12-02,3549242.779440685
2022-12-05,3447155.6299908343
2022-12-06,3380448.7339995014
2022-12-07,3408191.5748966644
2022-12-08,3318253.2118318714
2022-12-09,3260563.040291918
2022-12-12,3240668.423817031
2022-12-13,3243092.8398506497
2022-12-14,3236938.0556799704
2022-12-15,3224554.1385802478
2022-12-16,3177627.366030547
2022-12-19,3168777.54649037
2022-12-20,3165623.502697492
2022-12-21,3195647.774016364
2022-12-22,3224657.5841217344
2022-12-23,3119727.009038171
2022-12-26,3090339.1388532347
2022-12-27,3187456.4722924326
2022-12-28,3295198.34336508
2022-12-29,3283095.746268292
2023-01-02,3317229.996330878
2023-01-03,3319759.6920936834
2023-01-04,3340587.714646526
2023-01-05,3210653.8739525415
2023-01-06,3297128.267588095
2023-01-09,3341108.4152103476
2023-01-10,3337895.311731159
2023-01-11,3375715.9526838213
2023-01-12,3309649.366054911
2023-01-13,3375470.9973273952
2023-01-16,3358214.21864154
2023-01-17,3356942.9472649917
2023-01-18,3294676.0498416177
2023-01-19,3354086.714172227
2023-01-20,3420009.945554725
2023-01-25,3477922.0082626296
2023-01-26,3391017.0841608928
2023-01-27,3466189.735558778
2023-01-30,3605592.3260346283
2023-01-31,3740837.312479588
2023-02-01,3600946.6610042443
2023-02-02,3643569.177156437
2023-02-03,3546214.681739774
2023-02-06,3614161.025312923
2023-02-07,3682927.789774434
2023-02-08,3635234.1581311743
2023-02-09,3571742.979382133
2023-02-10,3563241.4663134385
2023-02-13,3870807.813604607
2023-02-14,3907531.6787282834
2023-02-15,3749221.8350711893
2023-02-16,3771614.820861354
2023-02-17,3882501.9202621966
2023-02-20,3830636.7744467105
2023-02-21,4014672.9879522366
2023-02-22,4043964.305405797
2023-02-23,4356542.099149192
2023-02-24,4368789.384394205
2023-02-27,4415114.320743443
2023-02-28,4554585.230191617
2023-03-02,4423664.4328096965
2023-03-03,4423518.844643072
2023-03-06,4600448.056856784
2023-03-07,4429549.259755372
2023-03-08,4443193.680564312
2023-03-09,4267826.348418864
2023-03-10,4166806.040029803
2023-03-13,4200039.731784861
2023-03-14,3894140.5002261507
2023-03-15,4063547.6571642486
2023-03-16,3976732.41173455
2023-03-17,3997555.350829435
2023-03-20,4046638.9964088798
2023-03-21,4320612.938391452
2023-03-22,4481194.132000218
2023-03-23,4693695.38625925
2023-03-24,4803969.4828532515
2023-03-27,5127480.437074495
2023-03-28,5108635.983158891
2023-03-29,5282601.071383689
2023-03-30,5057035.194803854
2023-03-31,4869366.939667794
2023-04-03,5108150.689270141
2023-04-04,4905431.938136949
2023-04-05,5219544.793075808
2023-04-06,5240840.255167634
2023-04-07,5294797.273061466
2023-04-10,5577161.690962677
2023-04-11,5780648.800357583
2023-04-12,5490736.78539714
2023-04-13,5477927.580912522
2023-04-14,5766817.92452823
2023-04-17,6025377.400097109
2023-04-18,6146981.831904225
2023-04-19,6087162.974669975
2023-04-20,5928574.040183443
2023-04-21,5770738.588313652
2023-04-24,5722605.097084812
2023-04-25,5824380.626095016
2023-04-26,5488742.433011766
2023-04-27,5647874.130400189
2023-04-28,5376901.347992777
2023-05-02,5692342.375679792
2023-05-03,5607415.945148672
2023-05-04,5515325.044312596
2023-05-08,5528268.343161211
2023-05-09,5671755.698083376
2023-05-10,5628922.12695535
2023-05-11,5515921.321609981
2023-05-12,5385275.098401958
2023-05-15,5432036.995850491
2023-05-16,5200822.5538234515
2023-05-17,5393236.472355806
2023-05-18,5595407.352230384
2023-05-19,5251934.2170221945
2023-05-22,5251014.712811933
2023-05-23,5280124.683601802
2023-05-24,5247615.101412326
2023-05-25,5218580.08872234
2023-05-26,5658556.467886681
2023-05-30,5507677.320785357
2023-05-31,5561580.70093359
2023-06-01,5559810.655328835
2023-06-02,5622607.684532989
2023-06-05,5648812.277436268
2023-06-07,5734573.9242917085
2023-06-08,5605508.737489663
2023-06-09,5760106.768285823
2023-06-12,5743663.451748108
2023-06-13,5767062.279720907
2023-06-14,5777262.391008908
2023-06-15,5973396.47032528
2023-06-16,6114261.961159017
2023-06-19,5995100.600954999
2023-06-20,6150209.4674235275
2023-06-21,5972740.046486287
2023-06-22,6040802.51438337
2023-06-23,6125430.106046154
2023-06-26,6100536.5437798025
2023-06-27,6018049.353584238
2023-06-28,5822820.730497138
2023-06-29,5686555.314893071
2023-06-30,5596418.360503801
2023-07-03,5734011.948856023
2023-07-04,5910990.967547791
2023-07-05,5897057.924583964
2023-07-06,5717984.479635489
2023-07-07,5704038.665779852
2023-07-10,5704664.688960468
2023-07-11,5801960.607981857
2023-07-12,5920346.603226694
2023-07-13,6103812.159922277
2023-07-14,6040128.514555283
2023-07-17,6000521.2718656715
2023-07-18,6179567.504097567
2023-07-19,6030428.958740106
2023-07-20,5987688.469848169
2023-07-21,5886519.056267768
2023-07-24,5825332.889981067
2023-07-25,5717848.401877291
2023-07-26,5739712.771951813
2023-07-27,5739196.29076895
2023-07-28,5797214.343643866
2023-07-31,5746713.961319508
2023-08-01,5865877.714325156
2023-08-02,5842387.50472514
2023-08-03,5827047.437638389
2023-08-04,5837785.484599115
2023-08-07,5848277.622087457
2023-08-08,5823862.324472286
2023-08-09,5838476.373116763
2023-08-10,5841310.187036606
2023-08-11,5866837.932264939
2023-08-14,5830794.629598513
2023-08-16,5808217.798038777
2023-08-17,5788064.931278245
2023-08-18,5761436.448411626
2023-08-21,5833792.383166611
2023-08-22,5827527.546608281
2023-08-23,5777397.14416677
2023-08-24,6253079.460816376
2023-08-25,6322482.612846215
2023-08-28,6362737.455318767
2023-08-29,6347776.600478575
2023-08-30,6342578.337356135
2023-08-31,6609234.078761711
2023-09-01,6625273.854695962
2023-09-04,6692068.329647501
2023-09-05,6851480.57599805
2023-09-06,6801031.396166171
2023-09-07,6854379.466317595
2023-09-08,6923986.8999950895
2023-09-11,6829475.111759108
2023-09-12,6749927.633490614
2023-09-13,6735851.5539743
2023-09-14,6784527.938775656
2023-09-15,6774798.086123483
2023-09-18,6714303.490051927
2023-09-19,6710933.638645565
2023-09-20,6728108.354163302
2023-09-21,6726955.688692314
2023-09-22,6739295.98961702
2023-09-25,6715157.818577483
2023-09-26,6723429.888428111
2023-09-27,6723226.476874406
2023-10-04,6663437.040855691
2023-10-05,6740163.878912823
2023-10-06,6768119.40677687
2023-10-10,6787118.045892819
2023-10-11,6855260.916383644
2023-10-12,6818470.546703721
2023-10-13,6799465.127202649
2023-10-16,6780385.123465218
2023-10-17,6713666.13385032
2023-10-18,6747296.844062707
2023-10-19,6764112.199168901
2023-10-20,6742211.555220108
2023-10-23,6710818.372098464
2023-10-24,6784155.017593863
2023-10-25,6795837.621161594
2023-10-26,6765536.080044828
2023-10-27,6763983.371851554
2023-10-30,6772492.7551815035
2023-10-31,6746842.558259435
2023-11-01,6744103.282669555
2023-11-02,6786901.0735688675
2023-11-03,6770092.498847797
2023-11-06,6765332.668491124
2023-11-07,6739072.236907944
2023-11-08,6698410.2673225235
2023-11-09,6669363.097453598
2023-11-10,6780385.123465217
2023-11-13,6749703.880781537
2023-11-14,6720900.804777057
2023-11-15,6811812.2085124785
2023-11-16,6767861.752142177
2023-11-17,6722663.704909158
2023-11-20,6784880.518802075
2023-11-21,6828512.297071573
2023-11-22,6819928.329505267
2023-11-23,6814273.488312297
2023-11-24,6831794.003471331
2023-11-27,6774431.945326815
2023-11-28,6796983.50624746
2023-11-29,6769536.507267673
2023-11-30,6759094.714177536
2023-12-01,6801200.905794255
2023-12-04,6766451.432036496
2023-12-05,6768661.837586746
2023-12-06,6797132.6747201765
2023-12-07,6758423.456050313
2023-12-08,6795295.190351717
2023-12-11,6800922.910004193
2023-12-12,6816009.266903902
2023-12-13,6770824.7804411305
2023-12-14,6781327.596997377
2023-12-15,6788548.707153868
2023-12-18,6779415.528392561
2023-12-19,6841612.001130107
2023-12-20,6909619.263918463
2023-12-21,6829610.719461573
2023-12-22,6830275.197203673
2023-12-26,6775232.030771383
2023-12-27,6800319.455728204
2023-12-28,6750619.232773203
2024-01-02,6788521.585613375
2024-01-03,6925084.721648479
2024-01-04,6921308.775780623
2024-01-05,7163541.1696795095
2024-01-08,7163372.845364529
2024-01-09,7206209.426267759
2024-01-10,7191702.219027754
2024-01-11,7108044.593576296
2024-01-12,7120221.708257005
2024-01-15,7105798.466854448
2024-01-16,7070411.376047981
2024-01-17,7039015.044983161
2024-01-18,7093571.909132692
2024-01-19,7522973.0768901585
2024-01-22,8143417.570777475
2024-01-23,7860162.666071976
2024-01-24,7737821.468476774
2024-01-25,7492360.813321376
2024-01-26,7808854.60897752
2024-01-29,7742315.29766119
2024-01-30,7807289.525036451
2024-01-31,7711974.363437302
2024-02-01,7735876.759269962
2024-02-02,7726145.346250247
2024-02-05,7737713.021121612
2024-02-06,7719970.237829297
2024-02-07,7704861.7542397715
2024-02-08,7688900.997216991
2024-02-13,7726013.631265108
2024-02-14,7719737.799620228
2024-02-15,7762816.34770113
2024-02-16,7733606.612761381
2024-02-19,7718343.170365809
2024-02-20,7672242.925567001
2024-02-21,7790978.963742947
2024-02-22,7780786.786136489
2024-02-23,8024405.045594171
2024-02-26,7989218.188118471
2024-02-27,8083036.282970078
2024-02-28,8093577.733122509
2024-02-29,8067731.298376175
2024-03-04,8067309.315768071
