Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,586,0.24061433447098976,0.19438210448629967,-0.1124321049950212,1.7288843297464496,-0.9951371819877775,-2.0417268793975025,-0.9999999999999686,3.5931623931623933
