Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,524,0.5591603053435115,0.05893458410995127,-0.052596311353123246,1.1205079328524366,0.9436445960589308,1.0241479001573022,-0.94941802431367,3.705544933078394
