Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,1239,0.3502824858757062,0.13080287380043965,-0.09462039571619482,1.3823961822435284,-1.0,-1.428369245846842,-1.0,1.6462035541195477
