Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,619,0.2681744749596123,0.09790158491257522,-0.08320490242946287,1.1766324105189776,-1.0,-2.7302384473941275,-1.0,3.2750809061488675
