Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,664,0.4307228915662651,0.1605404345972098,-0.11037990376580366,1.4544353557132395,-0.7826999253704304,0.3036618958885992,-0.9999999665172113,2.880844645550528
