Sector,Trades,WinRate,AvgGain,AvgLoss,Payoff,CAGR,Sharpe,MDD,AvgHoldDays
기타,1303,0.3430544896392939,0.13538782970423738,-0.09238689692106751,1.4654440642151725,-0.9956936672420976,,-0.9999999999999039,
