symbol,action,qty,est_price,est_value,target_weight,current_qty,target_qty
319400,BUY,16,10610.0,169760.0,0.17933948771291117,0,16
220260,BUY,20,6200.0,124000.0,0.12898192692757768,0,20
005930,BUY,1,108000.0,108000.0,0.14042387205824988,0,1
128820,BUY,15,5940.0,89100.0,0.09267975555844492,0,15
098460,BUY,3,26950.0,80850.0,0.10512287088805095,0,3
114800,BUY,22,2535.0,55770.0,0.05603302561435443,0,22
466100,BUY,1,51900.0,51900.0,0.06748147185021454,0,1
